Lookup,Player,Sorting,On Teams,HP url,QM MMR,SL MMR,QM Games,SL Games,MMR,Untracked,Role,Tag,is_primary,Adjustment,Win %,Games,Takedowns,Kills,Assists,Deaths,Kill Participation,KDA,Highest Kill Streak,Vengeances,Time Dead,Time Dead %,Deaths While Outnumbered,Escapes,Team Fight Escapes,Hero Damage,DPM,Physical Damage,Ability Damage,Damage per Death,Team Fight Hero Damage,Siege Damage,Structure Damage,Minion Damage,Summon Damage,Creep Damage,Healing,HPM,Healing per Death,Team Fight Healing,Self Healing,Allied Shields,Clutch Heals,Damage Taken,Damage Soaked,Damage Taken per Death,Team Fight Damage Taken,CC Time,Root Time,Silence Time,Stun Time,Time on Fire,XP Contribution,XPM,Merc Camp Captures,Watch Tower Captures,Aces,Wipes,% of Game with Level Adv.,% of Game with Hero Adv.,Passive XP/Second,Passive XP Gained,Altar Damage Done,Damage to Immortal,Dragon Knights Captured,Shrines Captured,Dubloons Held At End,Dubloons Turned In,Skulls Collected,Shrine Minion Damage,Plant Damage,Seeds Collected,Garden Seeds Collected,Gems Turned In,Nuke Damage,Curse Damage,Time On Temple,Damage Done to Zerg,Cage Unlocks Interrupted,Hero Pool,Damage Ratio,% of Team Damage,% of Team Damage Taken,% of Team Damage Healed,% of Time Slow CC,% of Time Non-Slow CC,Votes,Awards,Award %,MVP,MVP %,Bsteps,Bstep TD,Bstep Deaths,Taunts,Taunt TD,Taunt Deaths,Sprays,Spray TD,Spray Deaths,Dances,Dance TD,Dance Deaths
Torquin#1672,Torquin,Torquin,TRUE,https://www.heroesprofile.com/battletag/searched/Torquin%231672/alt,2730,2633,12048,222,2730,FALSE,,1672,TRUE,,0%,1,16.00,4.00,12.00,4.00,84%,4.00,10.00,0.00,3:27,18%,4.00,3.00,1.00,68750.00,3692.31,24972.00,112374.00,17187.50,30068.00,72242.00,9097.00,60355.00,2790.00,2838.00,0.00,1009.79,4700.50,0.00,18802.00,0.00,0.00,53680.00,37866.00,13420.00,33165.00,00:14,00:00,00:00,00:14,00:00,13808.00,741.58,0.00,0.00,0.00,1.00,52%,20%,25.71,6382.31,0,2846.00,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,1.28,31%,24%,0%,1%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
TravisParty#1846,TravisParty,TravisParty,TRUE,https://www.heroesprofile.com/Player/TravisParty/1690854/1,2803,2839,1912,330,2839,FALSE,H,1846,TRUE,120,56.4%,140,12.87,1.19,11.67,1.07,89%,11.22,11.12,0.11,00:44,4%,0.56,0.21,0.04,19908.19,1052.14,24487.06,33494.82,16232.70,9209.99,28657.25,5034.37,19025.36,1839.46,9359.29,81915.75,4384.85,71546.77,14447.00,1269.44,827.99,1.96,24878.23,21613.07,19573.84,13055.65,9:11,00:11,00:09,00:12,00:00,6874.24,362.42,3.64,0.16,0.19,0.15,34%,22%,26.30,7433.27,0.46,386.40,0.00,0.25,0,0,0.11,938.24,0.00,0.00,0.00,0.69,0,15.74,00:00,15.06,0.01,19,0.93,10%,10%,33%,50%,3%,0,0,0%,0,0%,2,0,0,0,0,0,175,1,0,1,0,0
TravisParty#1718,TravisParty,TravisParty_alt,FALSE,https://www.heroesprofile.com/battletag/searched/TravisParty%231718/alt,2654,2510,95,204,2654,FALSE,,1718,FALSE,,100%,2,25.50,3.00,22.50,1.00,89%,18.00,17.50,0.00,00:39,3%,0.50,0.00,0.00,19873.50,1180.04,27895.00,40121.00,16735.50,9840.50,30237.50,6564.50,21907.50,0.00,19781.00,81202.50,4426.16,59382.00,12735.50,0.00,0.00,1.00,18081.00,15125.50,12926.75,10315.00,00:23,00:11,00:00,00:08,00:00,8641.00,451.58,5.50,0.00,0.00,0.00,76%,30%,28.63,9585.66,0,3080.00,0,0,0,0,0,5841.00,0,0,0,0,0,0,00:00,0,0,2,1.18,9%,9%,40%,2%,2%,0,0,0%,0,0%,0,0,0,0,0,0,5,0,0,0,0,0
UnicycleYay#1660,UnicycleYay,UnicycleYay,TRUE,https://www.heroesprofile.com/Player/UnicycleYay/8912703/1,2746,2781,757,2051,2781,FALSE,T,1660,TRUE,,87.5%,8,11.00,3.63,7.38,2.63,84%,6.92,8.75,0.25,1:39,9%,1.00,0.88,0.00,51045.38,2851.03,73295.63,94865.63,25585.46,20515.13,85402.38,24452.25,50128.25,4443.00,28979.38,0.00,414.11,2325.43,0.00,7205.88,0.00,0.00,30949.50,23826.38,15216.65,15038.13,00:38,00:01,00:01,00:05,00:00,10975.75,650.68,5.00,0.00,0.13,0.00,41%,21%,26.11,7102.66,0.50,11562.00,0.00,0.38,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,6,1.63,27%,14%,0%,4%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Urid#1531,Urid,Urid,TRUE,https://www.heroesprofile.com/battletag/searched/Urid%231531/alt,2859,3012,1319,1109,3012,FALSE,HA,1531,TRUE,,62.5%,8,14.00,4.13,9.88,2.63,92%,7.19,9.13,0.50,1:46,8%,1.75,1.13,0.13,41299.13,2154.57,48041.38,55027.13,19947.45,24946.13,50992.38,13522.88,28983.25,2912.88,12788.25,35122.13,2519.38,25678.03,8612.13,9208.88,0.00,0.75,51818.63,43057.75,24871.20,33748.13,4:58,00:00,00:06,00:07,00:00,9957.75,520.15,3.63,0.00,0.00,0.13,37%,25%,25.83,7025.16,0.50,0,0.00,0.63,0,0,0,1721.13,0.00,0.00,0.00,2.00,0,0,00:00,0,0,5,0.80,20%,20%,15%,31%,1%,0,0,0%,0,0%,1,0,0,0,0,0,1,0,0,0,0,0
VargusSC#2474,VargusSC,VargusSC,TRUE,https://www.heroesprofile.com/battletag/searched/VargusSC%232474/alt,2484,0,104,-1,2484,TRUE,,2474,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venomblade#11450,Venomblade,Venomblade,TRUE,https://www.heroesprofile.com/battletag/searched/Venomblade%2311450/alt,2681,2730,207,796,2730,FALSE,H,11450,TRUE,,100%,1,15.00,3.00,12.00,1.00,94%,15.00,10.00,0.00,1:05,4%,1.00,0.00,0.00,20632.00,837.85,69991.00,9464.00,20632.00,13357.00,27789.00,11128.00,10636.00,0.00,29869.00,61665.00,2504.16,61665.00,14122.00,0.00,0.00,1.00,50623.00,45690.00,50623.00,32306.00,00:00,00:00,00:00,00:00,00:00,9511.00,386.23,9.00,0.00,1.00,0.00,27%,19%,32.71,18783.10,0,0,0.00,1.00,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,0.41,9%,18%,22%,0%,0%,0,0,0%,0,0%,0,0,0,0,0,0,1,0,0,0,0,0
OXGVince#1834,OXGVince,Vince,TRUE,https://www.heroesprofile.com/Player/OXGVince/10683685/1,3033,3232,1222,553,3232,FALSE,F,1834,TRUE,20,43.5%,46,11.39,4.07,7.30,2.41,93%,7.14,8.11,0.28,1:30,8%,1.37,0.65,0.15,60312.33,3088.91,74522.61,100494.22,36408.78,34744.76,99351.07,18723.11,66489.15,5496.78,16362.91,90.52,947.75,8898.81,173.63,19297.50,79.13,0.00,69013.28,58582.30,34062.42,47525.07,2:37,00:02,00:00,00:19,00:00,13719.43,703.06,3.26,0.20,0.11,0.09,28%,19%,26.32,7928.86,0.09,34.80,0.07,0.13,0,0,0,1128.52,0.00,0.00,0.00,2.17,0,204.74,00:00,202.61,0.15,18,1.22,29%,26%,0%,12%,2%,0,0,0%,0,0%,0,0,0,0,0,0,779,39,3,302,93,0
MyPalVince#1454,MyPalVince,Vince_alt,TRUE,https://www.heroesprofile.com/battletag/searched/MyPalVince%231454/alt,2944,3101,608,1547,3101,TRUE,,1454,FALSE,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vmg#1905,vmg,vmg,TRUE,https://www.heroesprofile.com/battletag/searched/vmg%231905/alt,2648,2853,280,2462,2853,FALSE,,1905,TRUE,,60%,30,12.57,2.73,9.83,2.63,82%,7.22,8.53,0.47,1:52,9%,1.60,0.73,0.13,51742.57,2662.11,60837.47,105447.10,25651.00,31040.03,92379.80,16665.57,66199.93,4368.47,22112.77,15298.17,1368.08,12482.98,2762.47,10576.37,824.03,0.27,55018.80,45183.63,26798.79,35976.23,2:16,00:06,00:05,00:14,00:00,13076.13,683.69,3.93,0.07,0.20,0.10,32%,23%,26.80,8202.96,0.00,0.00,0.03,0.40,0,0,0,879.07,0.00,0.00,0.00,3.17,0,694.80,00:00,211.80,0.00,17,1.00,22%,21%,6%,13%,2%,0,0,0%,0,0%,5,0,0,0,0,0,41,10,0,0,0,0
W4lterplinge#1988,W4lterplinge,W4lterplinge,TRUE,https://www.heroesprofile.com/battletag/searched/W4lterplinge%231988/alt,2662,2942,364,3382,2942,FALSE,T,1988,TRUE,,52.8%,53,10.87,3.42,7.45,3.47,82%,4.88,6.68,0.64,2:08,12%,2.00,1.11,0.17,48814.91,2819.58,48671.79,87583.87,21604.07,29855.94,69853.57,13259.58,49708.11,2459.40,18104.28,10872.96,1423.62,8773.17,1641.68,12814.45,802.92,0.15,61501.21,48771.36,23403.88,42419.75,10:09,00:00,00:02,00:09,00:00,11196.43,628.50,3.36,0.13,0.19,0.19,30%,20%,25.50,5914.37,0.62,626.62,0.09,0.17,0,0,0,816.38,0.00,0.00,0.00,1.00,0,190.25,00:00,298.34,0.06,21,1.00,25%,25%,6%,63%,1%,0,0,0%,0,0%,1,0,0,0,0,0,28,9,2,0,0,0
WaywardSage#1939,WaywardSage,WaywardSage,TRUE,https://www.heroesprofile.com/battletag/searched/WaywardSage%231939/alt,2670,2441,3539,34,2670,FALSE,,1939,TRUE,30,60%,5,9.60,2.60,7.00,2.60,79%,6.10,6.40,0.60,1:38,10%,1.80,0.00,0.00,27604.60,1614.61,34547.60,83508.20,14414.65,13623.00,76912.80,13821.60,51193.20,5530.00,12037.00,3761.40,374.23,1521.90,760.80,2326.20,0.00,0.20,27110.20,19459.00,12947.05,16716.20,4:03,00:03,00:00,00:03,00:00,11181.00,660.52,3.40,0.00,0.20,0.20,24%,23%,25.42,5454.41,0,0,0.00,0.40,0,0,0,387.00,0.00,0.00,0.00,0,0,0,00:00,0,0,4,1.00,16%,13%,2%,24%,1%,0,0,0%,0,0%,0,0,0,0,0,0,5,1,1,0,0,0
WENlS#11638,WENlS,WENlS,TRUE,https://www.heroesprofile.com/Player/WENlS/7971574/1,2756,2806,1304,7809,2806,FALSE,F,11638,TRUE,,66.7%,6,12.33,1.50,10.83,4.33,69%,4.17,7.83,0.17,3:01,16%,2.00,1.17,0.33,30884.17,1768.55,35630.17,46821.33,10052.73,19080.67,35366.83,10944.00,19166.67,1220.17,15799.83,58172.67,3921.16,23037.57,11630.33,10292.17,1447.33,1.67,56451.33,40114.67,17194.60,42068.83,26:08,00:00,00:26,00:11,00:00,7994.50,445.80,4.00,0.00,0.00,0.50,36%,23%,26.67,7083.43,0,1485.50,0,0,0,0,0,0,0.00,0.00,0.00,0,0,266.50,00:00,0,0.00,5,0.59,14%,23%,23%,139%,4%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
moistwenis#1268,moistwenis,WENlS_alt,TRUE,https://www.heroesprofile.com/battletag/searched/moistwenis%231268/alt,2575,2829,59,225,2829,TRUE,,1268,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiplash420#11813,Whiplash420,Whiplash420,FALSE,https://www.heroesprofile.com/battletag/searched/Whiplash420%2311813/alt,2550,2026,138,1,2550,TRUE,,11813,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyndamere#11605,Wyndamere,Wyndamere,TRUE,https://www.heroesprofile.com/battletag/searched/Wyndamere%2311605/alt,2749,2686,1358,22,2749,FALSE,F,11605,TRUE,,50%,22,11.41,2.59,8.82,3.73,81%,6.69,7.68,0.59,2:22,13%,1.86,1.09,0.18,40064.68,2193.35,30284.45,93855.00,18286.35,22810.50,70796.45,12806.55,50849.55,2130.23,12247.50,12300.41,1301.09,11451.13,2462.50,10647.27,1420.27,0.32,52776.64,44523.73,20577.52,31696.64,4:17,00:04,00:04,00:08,00:00,11238.32,618.97,2.59,0.00,0.41,0.14,25%,21%,25.19,5698.19,0,1496.59,0.00,0.41,0,0,0,2681.41,0.00,0.00,0.00,0,0,0,00:00,0,0.00,10,0.96,21%,22%,6%,24%,2%,0,0,0%,0,0%,0,0,0,1,0,0,31,3,0,3,0,0
XFMom#1170,XFMom,XFMom,TRUE,https://www.heroesprofile.com/battletag/searched/XFMom%231170/alt,2554,2680,1798,969,2680,FALSE,T,1170,TRUE,-10,65%,20,13.60,2.80,10.80,2.95,83%,7.29,9.15,0.45,1:38,9%,1.65,0.65,0.05,30908.25,1659.98,35732.50,57469.00,14175.82,18907.20,45892.30,10667.45,28727.40,1630.05,15851.55,14789.95,1487.70,13494.94,2845.10,11247.75,1009.40,0.70,41777.85,33182.65,19397.74,28704.95,1:49,00:05,00:02,00:15,00:00,8742.65,465.83,4.10,0.20,0.40,0.05,33%,24%,25.85,6614.93,0.40,237.95,0.05,0.30,0,0,0.85,185.85,0.00,0.00,0.00,1.05,0,0.00,00:00,140.50,0.05,12,0.89,15%,17%,7%,10%,2%,0,0,0%,0,0%,0,0,0,9,0,0,0,0,0,1,0,0
xRyder#11612,xRyder,xRyder,TRUE,https://www.heroesprofile.com/battletag/searched/xRyder%2311612/alt,2559,2651,777,1478,2651,FALSE,,11612,TRUE,,0%,1,11.00,4.00,7.00,2.00,85%,5.50,9.00,1.00,00:44,3%,1.00,1.00,0.00,88854.00,3653.41,17452.00,255184.00,44427.00,15817.00,161402.00,27457.00,91459.00,26728.00,25421.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19634.00,16155.00,9817.00,9047.00,00:06,00:00,00:00,00:00,00:00,16231.00,667.37,2.00,0.00,0.00,0.00,6%,17%,26.75,9853.66,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,1,4.53,32%,8%,0%,0%,0%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
YiSang#11398,YiSang,YiSang,TRUE,https://www.heroesprofile.com/Player/YiSang/6316606/1,2665,2849,338,50,2849,FALSE,,11398,TRUE,-300,66.7%,51,12.86,3.43,9.41,3.16,84%,6.81,7.98,0.61,2:01,11%,1.59,0.96,0.12,54118.61,2853.32,38968.37,111696.35,25962.98,30607.22,79014.41,14321.88,55322.12,3158.59,18470.02,16405.10,1389.48,12647.16,3385.31,9194.37,705.18,0.45,43403.35,336893478.84,16860.86,29095.24,3:46,00:04,00:00,00:12,00:00,10737.43,567.95,4.00,0.16,0.29,0.12,29%,23%,25.92,6948.97,0.88,241.25,0.04,0.35,0,0,0.63,1465.92,0.00,0.00,0.00,1.59,0,173.78,00:00,127.35,0.00,16,7992.00,26%,18%,7%,20%,2%,0,0,0%,0,0%,36,34,0,37,0,0,145,13,1,616,0,4
YouEzekiel#1135,YouEzekiel,YouEzekiel,TRUE,https://www.heroesprofile.com/battletag/searched/YouEzekiel%231135/alt,2705,2489,1611,24,2705,FALSE,,1135,TRUE,-15,50%,4,8.25,1.00,7.25,2.00,72%,5.71,7.25,0.75,1:18,9%,1.00,0.25,0.00,21517.00,1376.20,23766.00,45416.25,13292.00,12634.25,45294.50,7390.00,34070.00,891.75,2554.75,7798.25,2257.98,15994.83,1431.25,24379.00,640.75,0.00,58968.50,51481.00,33820.79,36009.50,1:03,00:01,00:03,00:02,00:00,9326.50,610.57,1.75,0.25,0.00,0.25,33%,20%,25.54,5721.28,0,0,0,0,0,0,0,0,0.00,0.00,0.00,5.00,0,0.00,00:00,0,0,3,0.36,14%,34%,6%,6%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
ZealousHuman#1311,ZealousHuman,ZealousHuman,TRUE,https://www.heroesprofile.com/Player/ZealousHuman/9429166/1,2472,2864,512,1446,2864,TRUE,,1311,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zero#124715,Zero,Zero,TRUE,https://www.heroesprofile.com/Player/Zero/10093146/1,2918,3060,738,993,3060,FALSE,F,124715,TRUE,60,50%,62,11.05,4.10,6.95,3.26,85%,5.41,7.15,0.77,2:00,10%,1.77,1.31,0.23,65738.05,3382.77,53095.05,103914.16,29606.82,42443.56,79086.92,16857.02,52405.05,4087.84,13860.34,1017.11,877.87,7435.66,24.42,16163.74,131.24,0.00,60841.68,49740.58,26089.55,41946.08,1:57,00:01,00:00,00:09,00:00,11787.90,620.56,2.66,0.05,0.15,0.11,22%,19%,25.34,6350.25,0.50,1159.45,0.03,0.55,0,0,0,793.53,0.00,0.00,0.00,1.00,0,652.68,00:00,0,0.16,18,1.19,29%,23%,0%,10%,1%,0,0,0%,0,0%,2,2,0,0,0,0,0,0,0,2,0,0
Zloth#11634,Zloth,Zloth,TRUE,https://www.heroesprofile.com/Player/Zloth/1222907/1,2829,2900,436,2182,2900,FALSE,F,11634,TRUE,50,100%,1,14.00,3.00,11.00,0.00,88%,14.00,14.00,0.00,00:00,0%,0.00,0.00,0.00,26775.00,1722.21,30146.00,43663.00,26775.00,14519.00,38742.00,18864.00,17531.00,0.00,8364.00,0.00,610.86,9497.00,0.00,9497.00,0.00,0.00,42799.00,42799.00,42799.00,23021.00,2:30,00:00,00:00,00:18,00:00,7902.00,508.27,5.00,0.00,1.00,0.00,69%,27%,27.55,7042.71,0,0,0.00,2.00,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,0.63,18%,25%,0%,16%,2%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
htolZ#1868,htolZ,Zloth_alt,TRUE,https://www.heroesprofile.com/Player/htolZ/10949746/1,2810,2851,121,1399,2851,FALSE,,1868,FALSE,50,42.9%,7,13.00,2.29,10.71,3.57,81%,6.65,8.71,0.43,2:11,11%,2.00,1.71,0.29,27602.29,1416.72,45801.71,39864.00,10254.04,18732.86,45904.57,4255.57,36060.86,2514.43,10535.43,9520.57,1392.58,14937.58,943.43,17057.14,0.00,0.29,69305.57,55500.43,23303.51,51167.14,2:35,00:03,00:03,00:27,00:00,10793.57,561.58,3.43,0.00,0.00,0.14,26%,24%,24.79,5566.75,2.00,0,0.00,0.43,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0.00,6,0.44,13%,28%,5%,13%,3%,0,0,0%,0,0%,0,0,0,1,0,0,4,0,0,1,0,0
Zooke#1573,Zooke,Zooke,TRUE,https://www.heroesprofile.com/battletag/searched/Zooke%231573/alt,2598,2705,225,4681,2705,FALSE,,1573,TRUE,,50%,6,8.00,1.50,6.50,2.50,62%,4.67,7.67,0.17,1:37,9%,1.83,0.50,0.17,33974.33,1864.89,35817.83,97611.50,14947.87,15776.83,82582.83,16299.33,56977.50,922.33,11692.33,7562.50,1517.97,12023.45,643.00,19764.33,0.00,0.00,46696.83,38069.83,18791.01,29756.00,3:09,00:05,00:07,00:17,00:00,10730.50,635.24,2.33,0.00,0.17,0.00,31%,19%,25.95,6229.25,0.00,0,0.00,0.33,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0.00,5,1.03,19%,22%,4%,18%,3%,0,0,0%,0,0%,1,1,0,0,0,0,5,1,0,0,0,0
